lexeme,variants,msg,mpl,fsg,fpl
anglo-éthiopien,anglo-éthiopien,anglo-éthiopien,anglo-éthiopien,anglo-éthiopien,anglo-éthiopien
anglo-français,anglo-français,anglo-français,anglo-français,anglo-français,anglo-français
anglo-hellénique,anglo-hellénique,anglo-hellénique,anglo-hellénique,anglo-hellénique,anglo-hellénique
anglo-irlandais,anglo-irlandais,anglo-irlandais,anglo-irlandais,anglo-irlandaise,unk
anglo-normand,anglo-normand,anglo-normand,unk,anglo-normande,unk
anglo-russe,anglo-russe,anglo-russe,anglo-russe,anglo-russe,anglo-russe
anglo-saxon,anglo-saxon,anglo-saxon,anglo-saxons,anglo-saxonne,anglo-saxonnes
anglo-soviétique,anglo-soviétique,anglo-soviétique,anglo-soviétique,anglo-soviétique,anglo-soviétique
anglomane,anglomane,anglomane,anglomanes,anglomane,anglomanes
anglophile,anglophile,anglophile,anglophiles,anglophile,anglophiles
anglophobe,anglophobe,anglophobe,anglophobes,anglophobe,anglophobes
anglophone,anglophone,anglophone,anglophones,anglophone,anglophones
angoissant,angoissant,angoissant,angoissants,angoissante,angoissantes
angoissé,angoissé,angoissé,angoissés,angoissée,angoissées
angolais,angolais,angolais,angolais,angolaise,angolaises
angora,angora,angora,angora,angora,angora
angulaire,angulaire,angulaire,angulaires,angulaire,angulaires
anguleux,anguleux,anguleux,anguleux,anguleuse,anguleuses
anhydre,anhydre,anhydre,anhydres,anhydre,anhydres
animal,animal,animal,animaux,animale,animales
animalier,animalier,animalier,animaliers,animalière,animalières
animé,animé,animé,animés,animée,animées
animique,animique,animique,animique,animique,animique
animiste,animiste,animiste,animistes,animiste,animistes
anionique,anionique,anionique,anioniques,anionique,anioniques
ankylosé,ankylosé,ankylosé,ankylosés,ankylosée,ankylosées
annamite,annamite,annamite,annamites,annamite,annamites
annelé,annelé,annelé,annelés,annelée,annelées
annexé,annexé,annexé,annexé,annexé,annexé
annexe,annexe,annexe,annexes,annexe,annexes
annihilant,annihilant,annihilant,annihilant,annihilant,annihilant
annihilateur,annihilateur,annihilateur,annihilateur,annihilateur,annihilateur
anniversaire,anniversaire,anniversaire,anniversaires,anniversaire,anniversaires
annonciateur,annonciateur,annonciateur,annonciateurs,annonciatrice,annonciatrices
annuel,annuel,annuel,annuels,annuelle,annuelles
annulaire,annulaire,annulaire,annulaires,annulaire,annulaires
annulé,annulé,annulé,annulé,annulé,annulé
anobli,anobli,anobli,anoblis,anoblie,anoblies
anoblissant,anoblissant,anoblissant,anoblissants,anoblissante,anoblissantes
anodin,anodin,anodin,anodins,anodine,anodines
anodique,anodique,anodique,anodiques,anodique,anodiques
anonyme,anonyme,anonyme,anonymes,anonyme,anonymes
anorexique,anorexique,anorexique,anorexiques,anorexique,anorexiques
anormal,anormal,anormal,anormaux,anormale,anormales
anosmique,anosmique,anosmique,anosmiques,anosmique,anosmiques
ansé,ansé,ansé,ansés,ansée,ansées
antagonique,antagonique,antagonique,antagoniques,antagonique,antagoniques
antagoniste,antagoniste,antagoniste,antagonistes,antagoniste,antagonistes
antarctique,antarctique,antarctique,antarctiques,antarctique,antarctiques
antécédent,antécédent,antécédent,antécédents,antécédente,antécédentes
antédiluvien,antédiluvien,antédiluvien,antédiluviens,antédiluvienne,antédiluviennes
antérieur,antérieur,antérieur,antérieurs,antérieure,antérieures
antérograde,antérograde,antérograde,antérogrades,antérograde,antérogrades
anthracite,anthracite,anthracite,anthracite,anthracite,anthracite
anthropique,anthropique:entropique,anthropique,anthropiques,anthropique,anthropiques
anthropoïde,anthropoïde,anthropoïde,anthropoïdes,anthropoïde,anthropoïdes
anthropologique,anthropologique,anthropologique,anthropologiques,anthropologique,anthropologiques
anthropométrique,anthropométrique,anthropométrique,anthropométriques,anthropométrique,anthropométriques
anthropomorphe,anthropomorphe,anthropomorphe,anthropomorphes,anthropomorphe,anthropomorphes
anthropomorphique,anthropomorphique,anthropomorphique,anthropomorphiques,anthropomorphique,anthropomorphiques
anthropophage,anthropophage,anthropophage,anthropophages,anthropophage,anthropophages
anthropophagique,anthropophagique,anthropophagique,anthropophagiques,anthropophagique,anthropophagiques
anthume,anthume,anthume,anthume,anthume,anthume
anti-aérien,anti-aérien:antiaérien,anti-aérien,anti-aérien,anti-aérien,anti-aérien
anti-âge,anti-âge,anti-âge,anti-âge,anti-âge,anti-âge
anti-anatomique,anti-anatomique,anti-anatomique,anti-anatomique,anti-anatomique,anti-anatomique
anti-aphrodisiaque,anti-aphrodisiaque,anti-aphrodisiaque,anti-aphrodisiaque,anti-aphrodisiaque,anti-aphrodisiaque
anti-atomique,anti-atomique:antiatomique,anti-atomique,anti-atomique,anti-atomique,anti-atomique
anti-brouillard,anti-brouillard:antibrouillard,anti-brouillard,anti-brouillard,anti-brouillard,anti-brouillard
anti-calcique,anti-calcique,anti-calcique,anti-calcique,anti-calcique,anti-calcique
anti-capitaliste,anti-capitaliste:anticapitaliste,anti-capitaliste,anti-capitaliste,anti-capitaliste,anti-capitaliste
anti-castriste,anti-castriste:anticastriste,anti-castriste,anti-castriste,anti-castriste,anti-castriste
anti-célibataire,anti-célibataire,anti-célibataire,anti-célibataire,anti-célibataire,anti-célibataire
anti-communiste,anti-communiste:anticommuniste,anti-communiste,unk,anti-communiste,unk
anti-conglutinatif,anti-conglutinatif,anti-conglutinatif,anti-conglutinatif,anti-conglutinatif,anti-conglutinatif
anti-démocratique,anti-démocratique:antidémocratique,anti-démocratique,anti-démocratique,anti-démocratique,anti-démocratique
anti-dramatique,anti-dramatique,anti-dramatique,anti-dramatique,anti-dramatique,anti-dramatique
anti-émeute,anti-émeute:antiémeute,anti-émeute,anti-émeute,anti-émeute,anti-émeute
anti-émotionnel,anti-émotionnel,anti-émotionnel,anti-émotionnel,anti-émotionnel,anti-émotionnel
anti-fasciste,anti-fasciste:antifasciste,anti-fasciste,anti-fasciste,anti-fasciste,anti-fasciste
anti-féministe,anti-féministe,anti-féministe,anti-féministe,anti-féministe,anti-féministe
anti-fusionnel,anti-fusionnel,anti-fusionnel,anti-fusionnel,anti-fusionnel,anti-fusionnel
anti-g,anti-g,anti-g,anti-g,anti-g,anti-g
anti-gros,anti-gros,anti-gros,anti-gros,anti-gros,anti-gros
anti-hypertenseur,anti-hypertenseur,anti-hypertenseur,anti-hypertenseur,anti-hypertenseur,anti-hypertenseur
anti-immigré,anti-immigré,anti-immigré,anti-immigré,anti-immigré,anti-immigré
anti-impérialiste,anti-impérialiste,anti-impérialiste,anti-impérialiste,anti-impérialiste,anti-impérialiste
anti-infectieux,anti-infectieux,anti-infectieux,anti-infectieux,unk,unk
anti-inflammatoire,anti-inflammatoire,anti-inflammatoire,anti-inflammatoires,anti-inflammatoire,anti-inflammatoires
anti-insurrectionnel,anti-insurrectionnel,anti-insurrectionnel,anti-insurrectionnel,anti-insurrectionnel,anti-insurrectionnel
anti-jeune,anti-jeune,anti-jeune,anti-jeune,anti-jeune,anti-jeune
anti-métaphysique,anti-métaphysique,anti-métaphysique,anti-métaphysique,anti-métaphysique,anti-métaphysique
anti-monstre,anti-monstre,anti-monstre,anti-monstre,anti-monstre,anti-monstre
anti-nucléaire,anti-nucléaire:antinucléaire,anti-nucléaire,anti-nucléaire,anti-nucléaire,anti-nucléaire
anti-odorant,anti-odorant,anti-odorant,anti-odorant,anti-odorant,anti-odorant
anti-patriotique,anti-patriotique:antipatriotique,anti-patriotique,anti-patriotique,anti-patriotique,anti-patriotique
anti-pédérastique,anti-pédérastique,anti-pédérastique,anti-pédérastique,anti-pédérastique,anti-pédérastique
anti-pelliculaire,anti-pelliculaire:antipelliculaire,anti-pelliculaire,anti-pelliculaire,anti-pelliculaire,anti-pelliculaire
anti-pirate,anti-pirate,anti-pirate,anti-pirate,anti-pirate,anti-pirate
anti-psychotique,anti-psychotique:antipsychotique,anti-psychotique,anti-psychotique,anti-psychotique,anti-psychotique
anti-romantique,anti-romantique,anti-romantique,anti-romantique,anti-romantique,anti-romantique
anti-russe,anti-russe:antirusse,anti-russe,anti-russe,anti-russe,anti-russe
anti-sémite,anti-sémite:antisémite,anti-sémite,anti-sémite,anti-sémite,anti-sémite
anti-social,anti-social:antisocial,anti-social,anti-social,anti-social,anti-social
anti-socialiste,anti-socialiste,anti-socialiste,anti-socialiste,anti-socialiste,anti-socialiste
anti-sous-marin,anti-sous-marin,anti-sous-marin,anti-sous-marin,anti-sous-marin,anti-sous-marin
anti-soviétique,anti-soviétique:antisoviétique,anti-soviétique,anti-soviétique,anti-soviétique,anti-soviétique
anti-syndical,anti-syndical,anti-syndical,anti-syndical,anti-syndical,anti-syndical
anti-tabac,anti-tabac:antitabac,anti-tabac,anti-tabac,anti-tabac,anti-tabac
anti-terroriste,anti-terroriste:antiterroriste,anti-terroriste,anti-terroriste,anti-terroriste,anti-terroriste
anti-viral,anti-viral:antiviral,anti-viral,anti-viral,anti-viral,anti-viral
antiacide,antiacide,antiacide,antiacide,antiacide,antiacide
antialcoolique,antialcoolique,antialcoolique,antialcooliques,antialcoolique,antialcooliques
antiallemand,antiallemand,antiallemand,antiallemands,antiallemande,antiallemandes
antiaméricain,antiaméricain,antiaméricain,antiaméricains,antiaméricaine,antiaméricaines
antibactérien,antibactérien,antibactérien,antibactériens,antibactérienne,antibactériennes
antibiotique,antibiotique,antibiotique,antibiotiques,antibiotique,antibiotiques
antiblocage,antiblocage,antiblocage,antiblocage,antiblocage,antiblocage
antibolchevique,antibolchevique,antibolchevique,antibolchevique,antibolchevique,antibolchevique
antibourgeois,antibourgeois,antibourgeois,antibourgeois,antibourgeoise,antibourgeoises
antibruit,antibruit,antibruit,antibruit,antibruit,antibruit
anticalcaire,anticalcaire,anticalcaire,anticalcaires,anticalcaire,anticalcaires
anticatholique,anticatholique,anticatholique,anticatholique,anticatholique,anticatholique
antichar,antichar,antichar,antichars,antichar,antichars
antichoc,antichoc,antichoc,antichoc,antichoc,antichoc
anticholinergique,anticholinergique,anticholinergique,anticholinergiques,anticholinergique,anticholinergiques
antichrétien,antichrétien,antichrétien,antichrétiens,antichrétienne,antichrétiennes
anticipateur,anticipateur,anticipateur,anticipateurs,anticipatrice,anticipatrices
anticipatoire,anticipatoire,anticipatoire,anticipatoire,anticipatoire,anticipatoire
anticipé,anticipé,anticipé,anticipés,anticipée,anticipées
anticlérical,anticlérical,anticlérical,anticléricaux,anticléricale,anticléricales
anticonceptionnel,anticonceptionnel,anticonceptionnel,anticonceptionnels,anticonceptionnelle,anticonceptionnelles
anticonformiste,anticonformiste,anticonformiste,anticonformistes,anticonformiste,anticonformistes
anticonstitutionnel,anticonstitutionnel,anticonstitutionnel,anticonstitutionnels,anticonstitutionnelle,anticonstitutionnelles
anticyclique,anticyclique,anticyclique,anticycliques,anticyclique,anticycliques
anticyclonique,anticyclonique,anticyclonique,anticycloniques,anticyclonique,anticycloniques
antidépresseur,antidépresseur,antidépresseur,antidépresseurs,unk,unk
antidérapant,antidérapant,antidérapant,antidérapants,antidérapante,antidérapantes
antidictatorial,antidictatorial,antidictatorial,antidictatorial,antidictatorial,antidictatorial
antidopage,antidopage,antidopage,antidopage,antidopage,antidopage
antidouleur,antidouleur,antidouleur,antidouleur,antidouleur,antidouleur
antidreyfusard,antidreyfusard,antidreyfusard,antidreyfusards,antidreyfusarde,antidreyfusardes
antidrogue,antidrogue,antidrogue,antidrogue,antidrogue,antidrogue
antifrançais,antifrançais,antifrançais,antifrançais,antifrançaise,antifrançaises
antifumée,antifumée,antifumée,antifumée,antifumée,antifumée
antigang,antigang,antigang,antigang,antigang,antigang
antigaulliste,antigaulliste,antigaulliste,antigaullistes,antigaulliste,antigaullistes
antigel,antigel,antigel,antigel,antigel,antigel
antigravitationnel,antigravitationnel,antigravitationnel,antigravitationnels,antigravitationnelle,antigravitationnelles
antihémorragique,antihémorragique,antihémorragique,antihémorragiques,antihémorragique,antihémorragiques
antihistaminique,antihistaminique,antihistaminique,antihistaminiques,antihistaminique,antihistaminiques
antihygiénique,antihygiénique,antihygiénique,antihygiéniques,antihygiénique,antihygiéniques
antillais,antillais,antillais,antillais,antillaise,antillaises
antilogique,antilogique,antilogique,antilogique,antilogique,antilogique
antimaçonnique,antimaçonnique,antimaçonnique,antimaçonniques,antimaçonnique,antimaçonniques
antimarxiste,antimarxiste,antimarxiste,antimarxistes,antimarxiste,antimarxistes
antimicrobien,antimicrobien,antimicrobien,antimicrobiens,antimicrobienne,antimicrobiennes
antimigraineux,antimigraineux,antimigraineux,antimigraineux,antimigraineuse,antimigraineuses
antimilitariste,antimilitariste,antimilitariste,antimilitaristes,antimilitariste,antimilitaristes
antimissile,antimissile,antimissile,antimissile,antimissile,antimissile
antimite,antimite,antimite,antimite,antimite,antimite
antimonde,antimonde,antimonde,antimonde,antimonde,antimonde
antinational,antinational,antinational,antinationaux,antinationale,antinationales
antinationaliste,antinationaliste,antinationaliste,antinationaliste,antinationaliste,antinationaliste
antinaturel,antinaturel,antinaturel,antinaturels,antinaturelle,antinaturelles
antinazi,antinazi,antinazi,antinazis,antinazie,antinazies
antinomique,antinomique,antinomique,antinomiques,antinomique,antinomiques
antiparasitage,antiparasitage,antiparasitage,antiparasitage,antiparasitage,antiparasitage
antiparasite,antiparasite,antiparasite,antiparasite,antiparasite,antiparasite
antipathique,antipathique,antipathique,antipathiques,antipathique,antipathiques
antipatriote,antipatriote,antipatriote,antipatriote,antipatriote,antipatriote
antipersonnel,antipersonnel,antipersonnel,antipersonnel,antipersonnel,antipersonnel
antiphysique,antiphysique,antiphysique,antiphysique,antiphysique,antiphysique
antipodaire,antipodaire,antipodaire,antipodaires,antipodaire,antipodaires
antipoison,antipoison,antipoison,antipoison,antipoison,antipoison
antipoliomyélitique,antipoliomyélitique,antipoliomyélitique,antipoliomyélitiques,antipoliomyélitique,antipoliomyélitiques
antipollution,antipollution,antipollution,antipollution,antipollution,antipollution
antipopulaire,antipopulaire,antipopulaire,antipopulaire,antipopulaire,antipopulaire
antique,antique,antique,antiques,antique,antiques
antirabique,antirabique,antirabique,antirabiques,antirabique,antirabiques
antiraciste,antiraciste,antiraciste,antiracistes,antiraciste,antiracistes
antiradiation,antiradiation,antiradiation,antiradiation,antiradiation,antiradiation
antireligieux,antireligieux,antireligieux,antireligieux,antireligieuse,antireligieuses
antirépublicain,antirépublicain,antirépublicain,antirépublicains,antirépublicaine,antirépublicaines
antirides,antirides,antirides,antirides,antirides,antirides
antirouille,antirouille,antirouille,antirouille,antirouille,antirouille
antisatellite,antisatellite,antisatellite,antisatellite,antisatellite,antisatellite
antiscientifique,antiscientifique,antiscientifique,antiscientifiques,antiscientifique,antiscientifiques
antiseptique,antiseptique,antiseptique,antiseptiques,antiseptique,antiseptiques
antisexiste,antisexiste,antisexiste,antisexistes,antisexiste,antisexistes
antisexuel,antisexuel,antisexuel,antisexuel,antisexuel,antisexuel
antisioniste,antisioniste,antisioniste,antisionistes,antisioniste,antisionistes
antiskating,antiskating,antiskating,antiskating,antiskating,antiskating
antisolaire,antisolaire,antisolaire,antisolaires,antisolaire,antisolaires
antispasmodique,antispasmodique,antispasmodique,antispasmodiques,antispasmodique,antispasmodiques
antisportif,antisportif,antisportif,antisportifs,antisportive,antisportives
antistalinien,antistalinien,antistalinien,antistaliniens,antistalinienne,antistaliniennes
antistatique,antistatique,antistatique,antistatiques,antistatique,antistatiques
antistress,antistress,antistress,antistress,antistress,antistress
